filename,SAT4J SAT/UNSAT,SAT4J nodeCount,SAT4J time
E02F20.cnf.bz2,SAT,1543235,245.10120010376
E04F20.cnf.bz2,SAT,1054908,176.033545017242
unif-k3-r4.26-v350-c1491-S1914191877-004.SATISFIABLE.cnf.bz2,SAT,4076766,350.643601894379
E04F19.cnf.bz2,SAT,1441752,168.23948097229
rnd_100_28_s.cnf.bz2,SAT,734269,150.217289924622
srhd-sgi-m27-q225-n25-p15-s58217873.cnf.bz2,SAT,338062,147.112549066544
rnd_150_42_s.cnf.bz2,SAT,437996,256.908143997192
